YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,CONFIRMED_UNITS,GRAFFITI,SCORE,AGE
2023,1970,PRIVATE,59,3,68,53
2023,1915,PRIVATE,42,3,90,108
2023,1986,PRIVATE,25,3,89,37
2023,1954,PRIVATE,10,3,93,69
2023,1955,PRIVATE,10,3,95,68
2023,1954,PRIVATE,11,3,70,69
2023,1953,PRIVATE,11,3,70,70
2023,1968,TCHC,304,3,90,55
2023,1968,PRIVATE,188,3,81,55
2023,1960,PRIVATE,130,3,83,63
2023,1930,PRIVATE,40,3,86,93
2023,1960,PRIVATE,40,3,91,63
2023,1960,PRIVATE,40,2,90,63
2023,1976,PRIVATE,217,3,95,47
2023,1969,PRIVATE,344,3,96,54
2023,1980,PRIVATE,37,3,55,43
2023,1996,PRIVATE,102,3,89,27
2023,1930,PRIVATE,10,1,70,93
2023,1987,TCHC,105,3,83,36
2023,1940,PRIVATE,31,3,67,83
2023,1960,PRIVATE,48,3,74,63
2023,1954,PRIVATE,63,3,91,69
2023,1930,PRIVATE,67,3,89,93
2023,1960,PRIVATE,18,2,88,63
2023,1929,PRIVATE,46,3,98,94
2023,1955,PRIVATE,272,3,85,68
2023,1957,PRIVATE,41,3,84,66
2023,1957,PRIVATE,41,3,98,66
2023,1990,TCHC,110,3,88,33
2023,1986,TCHC,239,3,89,37
2023,1970,PRIVATE,233,3,97,53
2023,1963,PRIVATE,265,3,97,60
2023,1968,PRIVATE,83,3,93,55
2023,1966,PRIVATE,40,2,86,57
2023,1965,PRIVATE,133,3,85,58
2023,1970,PRIVATE,137,3,97,53
2023,1967,PRIVATE,222,3,90,56
2023,1967,PRIVATE,219,1,85,56
2023,1963,PRIVATE,91,3,91,60
2023,1964,PRIVATE,65,3,95,59
2023,2023,PRIVATE,140,3,96,0
2023,1965,PRIVATE,112,3,88,58
2023,2018,TCHC,77,3,94,5
2023,1975,PRIVATE,11,3,97,48
2023,1957,PRIVATE,10,2,67,66
2023,1960,PRIVATE,11,3,87,63
2023,1965,PRIVATE,11,3,81,58
2023,1960,PRIVATE,11,3,76,63
2023,1955,PRIVATE,25,3,84,68
2023,1960,PRIVATE,11,3,90,63
2023,1956,PRIVATE,15,2,69,67
2023,1956,PRIVATE,11,3,70,67
2023,1956,PRIVATE,11,3,80,67
2023,1963,TCHC,47,3,87,60
2023,1979,PRIVATE,47,2,95,44
2023,1929,PRIVATE,60,3,68,94
2023,1926,PRIVATE,30,3,89,97
2023,1963,PRIVATE,76,3,94,60
2023,1960,PRIVATE,71,3,91,63
2023,1960,PRIVATE,61,3,93,63
2023,1968,PRIVATE,427,3,90,55
2023,1928,PRIVATE,26,3,96,95
2023,1928,PRIVATE,32,3,99,95
2023,1966,PRIVATE,118,3,91,57
2023,1970,TCHC,719,1,81,53
2023,1923,PRIVATE,38,3,98,100
2023,1968,PRIVATE,565,3,96,55
2023,1969,PRIVATE,571,3,87,54
2023,1960,PRIVATE,154,3,95,63
2023,1965,PRIVATE,371,3,81,58
2023,1952,PRIVATE,29,2,71,71
2023,1956,PRIVATE,16,3,89,67
2023,1952,PRIVATE,16,3,90,71
2023,1952,PRIVATE,16,3,90,71
2023,1968,PRIVATE,30,3,91,55
2023,1970,TCHC,94,3,88,53
2023,1968,TCHC,97,2,89,55
2023,1953,SOCIAL HOUSING,22,3,98,70
2023,1964,PRIVATE,88,2,88,59
2023,1937,PRIVATE,97,3,78,86
2023,1926,PRIVATE,25,3,92,97
2023,1938,PRIVATE,54,3,79,85
2023,1970,PRIVATE,45,3,92,53
2023,1959,PRIVATE,49,3,86,64
2023,1920,PRIVATE,15,3,89,103
2023,1969,PRIVATE,168,3,100,54
2023,1930,SOCIAL HOUSING,19,2,69,93
2023,1920,PRIVATE,16,3,91,103
2023,1986,SOCIAL HOUSING,97,3,94,37
2023,1929,PRIVATE,19,2,71,94
2023,1929,PRIVATE,18,3,85,94
2023,1930,PRIVATE,23,2,88,93
2023,1930,PRIVATE,24,3,89,93
2023,1968,PRIVATE,278,3,91,55
2023,1967,PRIVATE,325,1,64,56
2023,1967,PRIVATE,297,3,85,56
2023,1964,PRIVATE,56,3,85,59
2023,1964,PRIVATE,56,3,95,59
2023,1968,PRIVATE,48,3,80,55
2023,1960,PRIVATE,62,3,94,63
2023,1967,PRIVATE,105,3,80,56
2023,1968,PRIVATE,105,3,63,55
2023,1969,PRIVATE,64,3,87,54
2023,1958,PRIVATE,63,3,86,65
2023,1971,PRIVATE,74,3,76,52
2023,1967,PRIVATE,85,3,88,56
2023,1927,PRIVATE,37,2,92,96
2023,1994,TCHC,35,1,84,29
2023,1920,PRIVATE,65,3,86,103
2023,2017,PRIVATE,248,3,100,6
2023,1953,PRIVATE,37,3,83,70
2023,1953,PRIVATE,15,3,96,70
2023,1959,PRIVATE,16,3,88,64
2023,1970,PRIVATE,194,3,96,53
2023,1972,PRIVATE,120,3,92,51
2023,1966,PRIVATE,284,1,84,57
2023,1955,PRIVATE,31,3,96,68
2023,1960,PRIVATE,24,3,86,63
2023,1954,PRIVATE,44,3,94,69
2023,1954,PRIVATE,13,3,99,69
2023,1960,PRIVATE,48,3,95,63
2023,1960,PRIVATE,10,3,94,63
2023,1963,PRIVATE,100,2,84,60
2023,1967,PRIVATE,151,3,92,56
2023,1974,PRIVATE,84,3,91,49
2023,2006,TCHC,47,3,81,17
2023,1948,TCHC,48,3,81,75
2023,1952,PRIVATE,34,3,87,71
2023,2012,PRIVATE,283,3,100,11
2023,1950,PRIVATE,23,3,79,73
2023,1965,PRIVATE,47,3,88,58
2023,1950,PRIVATE,62,3,91,73
2023,1960,PRIVATE,61,3,83,63
2023,1970,PRIVATE,66,3,96,53
2023,1968,PRIVATE,285,2,91,55
2023,1970,PRIVATE,284,3,89,53
2023,1931,PRIVATE,54,3,99,92
2023,1950,PRIVATE,40,3,90,73
2023,1989,SOCIAL HOUSING,70,3,91,34
2023,1960,PRIVATE,40,3,96,63
2023,1960,PRIVATE,40,3,93,63
2023,1963,PRIVATE,76,3,92,60
2023,1962,PRIVATE,65,3,84,61
2023,1966,PRIVATE,82,3,91,57
2023,1983,TCHC,166,2,91,40
2023,1997,SOCIAL HOUSING,128,2,87,26
2023,1993,TCHC,102,3,89,30
2023,2006,TCHC,220,3,92,17
2023,1961,PRIVATE,55,3,91,62
2023,1966,PRIVATE,73,3,95,57
2023,1977,PRIVATE,22,3,78,46
2023,1962,PRIVATE,26,3,88,61
2023,1952,PRIVATE,34,3,89,71
2023,1955,PRIVATE,34,3,89,68
2023,1970,PRIVATE,17,3,82,53
2023,1963,PRIVATE,102,3,90,60
2023,1993,SOCIAL HOUSING,63,3,98,30
2023,1970,PRIVATE,17,3,84,53
2023,1968,PRIVATE,32,3,87,55
2023,1970,PRIVATE,45,2,94,53
2023,1950,PRIVATE,51,3,76,73
2023,1962,PRIVATE,55,3,95,61
2023,1960,PRIVATE,49,3,88,63
2023,1970,PRIVATE,141,3,88,53
2023,1962,PRIVATE,59,3,91,61
2023,1970,PRIVATE,119,3,96,53
2023,1962,PRIVATE,103,3,85,61
2023,1962,PRIVATE,32,3,78,61
2023,1970,PRIVATE,23,3,89,53
2023,1970,PRIVATE,36,3,88,53
2023,2016,SOCIAL HOUSING,20,3,98,7
2023,1985,SOCIAL HOUSING,109,3,89,38
2023,1959,PRIVATE,60,3,90,64
2023,1975,SOCIAL HOUSING,77,2,75,48
2023,1960,PRIVATE,62,3,97,63
2023,1964,PRIVATE,287,3,74,59
2023,1962,PRIVATE,60,3,82,61
2023,1965,PRIVATE,380,3,74,58
2023,1964,PRIVATE,90,3,88,59
2023,1968,PRIVATE,279,3,94,55
2023,1960,PRIVATE,71,3,88,63
2023,1960,PRIVATE,71,3,93,63
2023,1967,PRIVATE,332,2,72,56
2023,1966,PRIVATE,308,3,88,57
2023,1966,PRIVATE,319,3,86,57
2023,1971,PRIVATE,500,3,83,52
2023,1960,PRIVATE,17,3,86,63
2023,1938,PRIVATE,32,3,83,85
2023,1956,PRIVATE,117,3,89,67
2023,1938,PRIVATE,32,3,81,85
2023,1972,TCHC,374,3,77,51
2023,1950,PRIVATE,16,3,83,73
2023,1960,PRIVATE,19,3,87,63
2023,1962,PRIVATE,17,3,87,61
2023,1954,PRIVATE,28,3,90,69
2023,1950,PRIVATE,17,3,100,73
2023,1978,PRIVATE,246,3,98,45
2023,1973,TCHC,16,3,81.1,50
2023,1956,PRIVATE,82,3,98,67
2023,1992,SOCIAL HOUSING,111,3,95,31
2023,1960,PRIVATE,45,3,77,63
2023,1956,PRIVATE,12,3,89,67
2023,1950,PRIVATE,10,3,70,73
2023,1950,PRIVATE,11,3,85,73
2023,1974,TCHC,369,3,96,49
2023,1964,PRIVATE,84,3,90,59
2023,1963,PRIVATE,66,3,80,60
2023,1960,PRIVATE,58,3,97,63
2023,1963,PRIVATE,66,3,86,60
2023,1968,PRIVATE,214,3,94,55
2023,1971,TCHC,378,2,85,52
2023,1970,PRIVATE,29,3,62,53
2023,1968,PRIVATE,81,3,98,55
2023,1965,PRIVATE,73,3,100,58
2023,1965,PRIVATE,65,3,93,58
2023,1959,PRIVATE,69,3,93,64
2023,1957,PRIVATE,70,3,96,66
2023,1965,PRIVATE,48,3,91,58
2023,1960,PRIVATE,26,3,87,63
2023,1960,PRIVATE,27,3,87,63
2023,1963,PRIVATE,108,3,94,60
2023,1957,PRIVATE,37,3,88,66
2023,1961,PRIVATE,57,3,95,62
2023,1983,SOCIAL HOUSING,174,3,89,40
2023,1959,PRIVATE,54,3,99,64
2023,1965,PRIVATE,54,3,84,58
2023,1959,PRIVATE,54,3,99,64
2023,1965,PRIVATE,61,3,96,58
2023,1965,PRIVATE,263,2,90,58
2023,1968,PRIVATE,153,3,96,55
2023,1969,PRIVATE,125,3,98,54
2023,1957,TCHC,31,3,74,66
2023,1975,PRIVATE,173,3,96,48
2023,1928,PRIVATE,15,2,88,95
2023,1920,PRIVATE,32,3,88,103
2023,1947,PRIVATE,12,1,79,76
2023,1929,PRIVATE,32,3,92,94
2023,1950,PRIVATE,32,3,83,73
2023,1977,TCHC,99,3,91,46
2023,1920,PRIVATE,24,3,92,103
2023,1929,SOCIAL HOUSING,29,3,89,94
2023,1955,PRIVATE,22,2,76,68
2023,1920,PRIVATE,32,3,92,103
2023,1955,PRIVATE,42,3,82,68
2023,2009,SOCIAL HOUSING,30,1,82,14
2023,1930,PRIVATE,46,2,81,93
2023,1958,PRIVATE,25,3,80,65
2023,1955,PRIVATE,31,3,95,68
2023,1926,PRIVATE,52,3,79,97
2023,1957,PRIVATE,97,3,88,66
2023,1966,PRIVATE,106,1,75,57
2023,2017,PRIVATE,272,3,99,6
2023,2016,PRIVATE,186,3,99,7
2023,1900,PRIVATE,16,3,66,123
2023,1959,PRIVATE,70,3,92,64
2023,1962,PRIVATE,52,3,99,61
2023,1964,PRIVATE,37,2,93,59
2023,1954,PRIVATE,54,3,77,69
2023,1954,PRIVATE,54,3,81,69
2023,1960,PRIVATE,59,3,89,63
2023,1954,PRIVATE,26,3,83,69
2023,1964,PRIVATE,67,3,90,59
2023,1987,SOCIAL HOUSING,112,3,87,36
2023,1954,PRIVATE,54,3,91,69
2023,1966,PRIVATE,52,3,83,57
2023,1965,PRIVATE,61,3,92,58
2023,1961,PRIVATE,58,3,86,62
2023,1979,TCHC,330,3,94,44
2023,1969,PRIVATE,177,2,78,54
2023,1950,PRIVATE,24,2,89,73
2023,1969,PRIVATE,110,3,99,54
2023,1970,PRIVATE,134,3,99,53
2023,1955,PRIVATE,38,3,98,68
2023,1956,TCHC,75,3,86,67
2023,1965,PRIVATE,357,2,92,58
2023,1963,PRIVATE,205,3,89,60
2023,1954,TCHC,52,3,87,69
2023,1970,PRIVATE,39,3,81,53
2023,1885,PRIVATE,11,2,93,138
2023,1969,PRIVATE,254,3,94,54
2023,1968,PRIVATE,124,3,92,55
2023,1967,PRIVATE,148,3,93,56
2023,1965,PRIVATE,19,3,84,58
2023,1964,PRIVATE,38,3,78,59
2023,1964,PRIVATE,44,3,83,59
2023,1965,PRIVATE,76,3,82,58
2023,1966,PRIVATE,48,3,84,57
2023,1966,PRIVATE,38,2,87,57
2023,1964,PRIVATE,121,3,85,59
2023,1935,PRIVATE,13,3,84,88
2023,1960,PRIVATE,63,3,81,63
2023,1982,PRIVATE,238,3,88,41
2023,1974,PRIVATE,163,3,95,49
2023,1961,PRIVATE,110,2,87,62
2023,1981,PRIVATE,147,2,88,42
2023,1977,PRIVATE,250,3,96,46
2023,2012,PRIVATE,210,3,100,11
2023,1952,PRIVATE,12,3,76,71
2023,1965,PRIVATE,41,3,72,58
2023,2005,PRIVATE,388,3,97,18
2023,1910,PRIVATE,12,3,98,113
2023,1910,PRIVATE,35,3,96,113
2023,1994,SOCIAL HOUSING,18,1,57,29
2023,1929,PRIVATE,49,3,100,94
2023,1960,PRIVATE,30,2,82,63
2023,1955,PRIVATE,19,3,86,68
2023,1937,PRIVATE,18,3,85,86
2023,1967,PRIVATE,64,3,97,56
2023,1960,PRIVATE,25,3,85,63
2023,1951,PRIVATE,37,3,83,72
2023,1950,PRIVATE,54,3,67,73
2023,1951,PRIVATE,36,3,83,72
2023,1950,PRIVATE,40,3,66,73
2023,1958,PRIVATE,35,3,90,65
2023,1981,PRIVATE,195,3,98,42
2023,1989,TCHC,157,2,93,34
2023,1970,PRIVATE,12,3,57,53
2023,1992,PRIVATE,17,3,96,31
2023,1972,PRIVATE,206,1,92,51
2023,1970,PRIVATE,206,2,91,53
2023,1993,TCHC,48,3,84,30
2023,1989,SOCIAL HOUSING,174,3,82,34
2023,1989,TCHC,128,2,85,34
2023,1957,PRIVATE,81,3,92,66
2023,1935,PRIVATE,40,2,86,88
2023,2022,PRIVATE,61,3,99,1
2023,1950,PRIVATE,19,3,79,73
2023,2016,SOCIAL HOUSING,145,3,98,7
2023,1977,PRIVATE,184,3,85,46
2023,1963,PRIVATE,30,3,94,60
2023,1962,PRIVATE,129,3,97,61
2023,1965,PRIVATE,26,3,92,58
2023,1970,PRIVATE,84,3,98,53
2023,1986,PRIVATE,86,3,82,37
2023,1961,PRIVATE,140,3,98,62
2023,1955,PRIVATE,36,3,94,68
2023,1956,PRIVATE,48,3,89,67
2023,1958,PRIVATE,29,3,93,65
2023,1962,PRIVATE,153,3,93,61
2023,1965,PRIVATE,30,3,96,58
2023,1959,PRIVATE,47,3,89,64
2023,1968,PRIVATE,33,2,92,55
2023,1959,PRIVATE,38,3,98,64
2023,2004,SOCIAL HOUSING,32,2,87,19
2023,1955,PRIVATE,40,3,97,68
2023,1927,PRIVATE,40,1,85,96
2023,1959,PRIVATE,22,3,97,64
2023,1965,PRIVATE,193,2,80,58
2023,1983,SOCIAL HOUSING,127,3,99,40
2023,1995,SOCIAL HOUSING,13,2,86,28
2023,1989,SOCIAL HOUSING,14,3,97,34
2023,2002,SOCIAL HOUSING,30,2,97,21
2023,1990,SOCIAL HOUSING,11,3,99,33
2023,1956,PRIVATE,30,3,89,67
2023,1955,PRIVATE,36,3,90,68
2023,1956,PRIVATE,38,3,90,67
2023,1955,PRIVATE,30,3,94,68
2023,1971,PRIVATE,584,3,88,52
2023,1971,PRIVATE,159,3,87,52
2023,1952,PRIVATE,33,3,96,71
2023,1958,PRIVATE,35,3,85,65
2023,1953,PRIVATE,26,3,80,70
2023,1996,SOCIAL HOUSING,53,3,93,27
2023,1967,PRIVATE,175,3,96,56
2023,1966,PRIVATE,112,3,87,57
2023,1985,PRIVATE,24,1,62,38
2023,1960,PRIVATE,10,3,82,63
2023,2002,SOCIAL HOUSING,26,1,93,21
2023,1991,SOCIAL HOUSING,126,3,97,32
2023,1988,SOCIAL HOUSING,48,3,82,35
2023,1959,PRIVATE,24,3,92,64
2023,1958,PRIVATE,20,3,90,65
2023,1978,SOCIAL HOUSING,179,3,99,45
2023,1967,PRIVATE,138,3,87,56
2023,1962,PRIVATE,173,3,97,61
2023,1965,PRIVATE,225,3,98,58
2023,1911,PRIVATE,12,2,76,112
2023,1959,TCHC,106,1,82,64
2023,2016,PRIVATE,95,2,96,7
2023,1976,PRIVATE,638,3,94,47
2023,1992,SOCIAL HOUSING,21,2,86,31
2023,1960,PRIVATE,16,3,80,63
2023,1990,SOCIAL HOUSING,208,3,91,33
2023,1950,PRIVATE,14,3,97,73
2023,1950,PRIVATE,14,3,96,73
2023,1950,PRIVATE,14,3,96,73
2023,1968,PRIVATE,56,3,98,55
2023,1962,TCHC,255,2,82,61
2023,1960,PRIVATE,45,2,83,63
2023,1963,PRIVATE,162,3,92,60
2023,1966,PRIVATE,575,3,98,57
2023,1931,PRIVATE,29,2,85,92
2023,1900,PRIVATE,36,3,78,123
2023,1974,PRIVATE,319,3,87,49
2023,2021,PRIVATE,210,3,98,2
2023,2006,PRIVATE,171,1,70,17
2023,1992,SOCIAL HOUSING,14,3,95,31
2023,1992,SOCIAL HOUSING,21,3,91,31
2023,1992,SOCIAL HOUSING,14,3,92,31
2023,1992,SOCIAL HOUSING,21,3,95,31
2023,1992,SOCIAL HOUSING,28,3,89,31
2023,1992,SOCIAL HOUSING,14,2,93,31
2023,1918,PRIVATE,15,3,94,105
2023,1963,PRIVATE,172,3,98,60
2023,1969,PRIVATE,26,3,70,54
2023,1992,SOCIAL HOUSING,10,2,80,31
2023,1973,PRIVATE,266,3,98,50
2023,1970,PRIVATE,483,3,92,53
2023,2017,PRIVATE,179,3,100,6
2023,1970,PRIVATE,246,3,87,53
2023,1958,PRIVATE,67,3,94,65
2023,1960,PRIVATE,62,2,64,63
2023,1959,PRIVATE,43,3,94,64
2023,1959,PRIVATE,84,2,66,64
2023,2013,PRIVATE,62,3,90,10
2023,2007,SOCIAL HOUSING,14,3,77,16
2023,1930,PRIVATE,16,3,87,93
2023,1983,TCHC,255,3,91,40
2023,1960,PRIVATE,26,3,75,63
2023,1970,PRIVATE,60,3,83,53
2023,1964,PRIVATE,171,3,92,59
2023,1967,PRIVATE,181,3,91,56
2023,1968,PRIVATE,49,3,92,55
2023,1964,PRIVATE,225,3,94,59
2023,1966,PRIVATE,70,3,91,57
2023,1959,PRIVATE,61,3,99,64
2023,1959,PRIVATE,61,3,97,64
2023,1958,PRIVATE,66,3,95,65
2023,1950,PRIVATE,46,3,83,73
2023,1968,PRIVATE,170,3,90,55
2023,1995,SOCIAL HOUSING,134,2,96,28
2023,1912,PRIVATE,16,3,89,111
2023,1960,PRIVATE,18,3,70,63
2023,1967,PRIVATE,356,2,93,56
2023,2008,PRIVATE,19,2,91,15
2023,1965,PRIVATE,164,1,89,58
2023,1955,PRIVATE,111,3,98,68
2023,1965,PRIVATE,70,2,97,58
2023,1900,PRIVATE,17,3,78,123
2023,1930,PRIVATE,27,3,84,93
2023,1917,PRIVATE,10,3,75,106
2023,1954,PRIVATE,26,3,81,69
2023,1970,PRIVATE,109,3,92,53
2023,1941,PRIVATE,41,3,81,82
2023,1964,PRIVATE,251,3,97,59
2023,1984,SOCIAL HOUSING,200,2,87,39
2023,2021,PRIVATE,152,3,99,2
2023,2021,PRIVATE,198,3,100,2
2023,1971,PRIVATE,113,3,93,52
2023,1950,PRIVATE,12,3,77,73
2023,1959,PRIVATE,18,3,68,64
2023,1983,SOCIAL HOUSING,258,3,89,40
2023,1995,SOCIAL HOUSING,138,3,91,28
2023,1980,TCHC,155,3,90,43
2023,1991,SOCIAL HOUSING,29,2,87,32
2023,2012,SOCIAL HOUSING,32,2,85,11
2023,1991,SOCIAL HOUSING,37,3,97,32
2023,1973,TCHC,29,3,97,50
2023,1958,PRIVATE,12,3,65,65
2023,1959,PRIVATE,42,3,94,64
2023,1977,PRIVATE,40,3,85,46
2023,1970,PRIVATE,20,3,82,53
2023,1960,PRIVATE,28,3,83,63
2023,1967,PRIVATE,275,3,96,56
2023,1960,PRIVATE,202,3,90,63
2023,1959,PRIVATE,237,3,95,64
2023,1974,PRIVATE,196,2,95,49
2023,1974,PRIVATE,197,3,87,49
2023,2010,TCHC,110,3,94,13
2023,1927,PRIVATE,35,2,83,96
2023,1960,PRIVATE,92,2,92,63
2023,1988,SOCIAL HOUSING,25,3,90,35
2023,1962,PRIVATE,101,3,92,61
2023,1962,PRIVATE,101,2,83,61
2023,1962,PRIVATE,154,3,99,61
2023,1965,PRIVATE,69,3,92,58
2023,1966,PRIVATE,234,3,88,57
2023,1969,PRIVATE,83,3,85,54
2023,1950,PRIVATE,53,3,99,73
2023,1956,PRIVATE,56,2,94,67
2023,1959,PRIVATE,44,3,75,64
2023,1959,PRIVATE,64,3,83,64
2023,1968,PRIVATE,218,1,82,55
2023,1992,TCHC,100,3,94,31
2023,1961,PRIVATE,86,3,79,62
2023,1972,PRIVATE,466,3,81,51
2023,1972,PRIVATE,263,3,79,51
2023,1980,PRIVATE,60,3,98,43
2023,2009,TCHC,180,2,87,14
2023,2005,SOCIAL HOUSING,84,3,94,18
2023,1967,PRIVATE,118,3,69,56
2023,1993,SOCIAL HOUSING,42,3,91,30
2023,1950,PRIVATE,23,3,94,73
2023,1963,PRIVATE,244,3,97,60
2023,1963,PRIVATE,217,3,99,60
2023,1968,PRIVATE,96,2,72,55
2023,1966,PRIVATE,108,3,96,57
2023,1960,PRIVATE,23,3,94,63
2023,1953,PRIVATE,38,3,81,70
2023,1943,PRIVATE,25,3,87,80
2023,1950,PRIVATE,11,3,89,73
2023,1979,PRIVATE,372,2,90,44
2023,1971,PRIVATE,167,3,99,52
2023,1972,PRIVATE,135,3,96,51
2023,1974,PRIVATE,192,3,97,49
2023,1972,TCHC,201,3,84,51
2023,1953,PRIVATE,11,3,94,70
2023,1984,TCHC,192,3,90,39
2023,1968,TCHC,257,1,90,55
2023,1974,PRIVATE,175,3,93,49
2023,1974,PRIVATE,167,3,98,49
2023,1974,PRIVATE,167,3,90,49
2023,1974,PRIVATE,175,3,92,49
2023,1959,PRIVATE,124,3,89,64
2023,1925,PRIVATE,18,3,91,98
2023,1931,PRIVATE,41,3,96,92
2023,1952,PRIVATE,63,3,86,71
2023,1955,PRIVATE,63,3,78,68
2023,1952,PRIVATE,41,3,91,71
2023,1948,PRIVATE,10,3,94,75
2023,1952,PRIVATE,10,3,85,71
2023,1950,PRIVATE,10,3,85,73
2023,1960,PRIVATE,10,3,87,63
2023,1960,PRIVATE,22,3,96,63
2023,1961,PRIVATE,13,3,90,62
2023,1950,PRIVATE,68,3,97,73
2023,1969,PRIVATE,152,3,96,54
2023,1927,PRIVATE,17,3,77,96
2023,1966,PRIVATE,263,3,100,57
2023,2017,PRIVATE,342,3,100,6
2023,1965,PRIVATE,286,3,97,58
2023,1968,PRIVATE,48,3,92,55
2023,1968,PRIVATE,366,3,99,55
2023,1930,PRIVATE,27,3,93,93
2023,1965,PRIVATE,89,3,92,58
2023,1968,PRIVATE,12,3,75,55
2023,1960,PRIVATE,12,3,75,63
2023,1950,PRIVATE,10,3,90,73
2023,1962,PRIVATE,10,3,71,61
2023,1919,PRIVATE,18,1,72,104
2023,1956,PRIVATE,24,3,81,67
2023,1960,PRIVATE,34,3,78,63
2023,1918,PRIVATE,30,3,90,105
2023,1993,TCHC,113,3,92,30
2023,1916,SOCIAL HOUSING,15,2,79,107
2023,1933,PRIVATE,24,2,83,90
2023,1959,PRIVATE,42,3,93,64
2023,1932,PRIVATE,24,3,92,91
2023,1932,PRIVATE,24,3,84,91
2023,1943,PRIVATE,32,3,83,80
2023,1940,PRIVATE,25,2,80,83
2023,1926,PRIVATE,36,3,90,97
2023,1926,PRIVATE,36,3,89,97
2023,1950,PRIVATE,33,3,73,73
2023,1948,PRIVATE,22,3,88,75
2023,1960,PRIVATE,62,3,92,63
2023,1939,PRIVATE,34,2,86,84
2023,1954,PRIVATE,73,3,83,69
2023,1950,PRIVATE,72,3,93,73
2023,1941,PRIVATE,52,3,86,82
2023,1964,PRIVATE,210,3,89,59
2023,1953,PRIVATE,62,3,83,70
2023,1983,TCHC,181,3,98,40
2023,1960,PRIVATE,28,3,96,63
2023,1955,PRIVATE,22,3,94,68
2023,1955,PRIVATE,22,3,92,68
2023,1965,PRIVATE,102,3,94,58
2023,1958,PRIVATE,34,3,97,65
2023,1960,PRIVATE,19,1,87,63
2023,1958,PRIVATE,48,3,97,65
2023,1964,PRIVATE,47,3,79,59
2023,2005,PRIVATE,84,3,98,18
2023,1960,PRIVATE,58,3,92,63
2023,1960,PRIVATE,28,3,89,63
2023,1958,PRIVATE,31,3,95,65
2023,1958,PRIVATE,29,3,94,65
2023,1950,SOCIAL HOUSING,10,3,90,73
2023,1958,PRIVATE,11,3,76,65
2023,1964,PRIVATE,67,2,72,59
2023,1966,PRIVATE,80,3,90,57
2023,1983,SOCIAL HOUSING,130,3,89,40
2023,1989,SOCIAL HOUSING,164,3,91,34
2023,1962,PRIVATE,167,3,96,61
2023,1961,PRIVATE,71,3,90,62
2023,1963,PRIVATE,81,3,93,60
2023,1968,PRIVATE,60,3,79,55
2023,1959,PRIVATE,96,3,96,64
2023,1964,PRIVATE,108,3,95,59
2023,1969,PRIVATE,120,3,90,54
2023,1967,PRIVATE,149,3,95,56
2023,1970,PRIVATE,202,3,92,53
2023,1960,PRIVATE,170,3,90,63
2023,1972,TCHC,389,3,88,51
2023,1965,PRIVATE,69,3,96,58
2023,1953,PRIVATE,19,3,96,70
2023,1950,PRIVATE,38,3,85,73
2023,2006,PRIVATE,14,3,99,17
2023,1960,PRIVATE,26,3,74,63
2023,1965,PRIVATE,27,3,93,58
2023,1971,PRIVATE,172,3,97,52
2023,1932,PRIVATE,11,3,90,91
2023,1960,PRIVATE,39,3,95,63
2023,2003,PRIVATE,306,3,99,20
2023,1964,PRIVATE,250,3,77,59
2023,1885,SOCIAL HOUSING,28,3,92,138
2023,1971,TCHC,326,2,76,52
2023,1960,PRIVATE,55,3,88,63
2023,1960,PRIVATE,130,3,90,63
2023,1960,PRIVATE,73,3,91,63
2023,1960,PRIVATE,130,3,90,63
2023,2013,PRIVATE,177,3,99,10
2023,1954,PRIVATE,22,3,84,69
2023,1952,PRIVATE,39,3,93,71
2023,1952,PRIVATE,27,3,82,71
2023,1956,PRIVATE,22,3,95,67
2023,1954,PRIVATE,32,3,94,69
2023,1965,PRIVATE,23,3,94,58
2023,1954,PRIVATE,30,3,86,69
2023,1959,PRIVATE,14,3,94,64
2023,1952,PRIVATE,13,3,92,71
2023,1952,PRIVATE,13,3,94,71
2023,1952,PRIVATE,13,3,89,71
2023,1952,PRIVATE,14,3,93,71
2023,1959,PRIVATE,56,3,95,64
2023,1955,PRIVATE,48,3,95,68
2023,1955,PRIVATE,52,3,92,68
2023,1955,PRIVATE,65,3,96,68
2023,1955,PRIVATE,10,3,94,68
2023,1955,PRIVATE,21,3,65,68
2023,1955,PRIVATE,13,2,82,68
2023,1955,PRIVATE,13,3,92,68
2023,1960,PRIVATE,28,3,92,63
2023,1960,PRIVATE,27,3,89,63
2023,1969,PRIVATE,131,3,95,54
2023,1974,PRIVATE,61,3,91,49
2023,1960,PRIVATE,61,3,91,63
2023,1963,PRIVATE,124,3,96,60
2023,1961,PRIVATE,65,3,84,62
2023,1992,SOCIAL HOUSING,102,3,92,31
2023,1972,TCHC,236,3,88,51
2023,1960,PRIVATE,21,3,90,63
2023,1956,PRIVATE,52,3,92,67
2023,1950,PRIVATE,46,3,71,73
2023,1971,PRIVATE,186,3,89,52
2023,1965,PRIVATE,61,3,93,58
2023,1962,PRIVATE,47,3,88,61
2023,1980,TCHC,260,3,91,43
2023,1969,TCHC,301,2,85,54
2023,1969,TCHC,327,1,94,54
2023,1948,PRIVATE,41,3,98,75
2023,1980,TCHC,326,2,92,43
2023,1970,PRIVATE,170,1,82,53
2023,1989,TCHC,138,2,94,34
2023,1926,PRIVATE,11,1,75,97
2023,1923,PRIVATE,16,1,72,100
